image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
Downdog\00000012.jpg,Downdog,0.52923787,0.70536274,0.52494997,0.7098531,0.54996413,0.70460165,0.5161816,0.67747974,0.57413596,0.67454046,0.51986784,0.4949075,0.57526743,0.5728405,0.5343084,0.47225538,0.6374827,0.6770852,0.53792274,0.6489152,0.69707865,0.8276573,0.37822625,0.32864666,0.41698304,0.32998076,0.2943611,0.3181479,0.3447726,0.3231715,0.17657307,0.664497,0.1769026,0.68116385
Downdog\00000014.jpg,Downdog,0.5758117,0.6899175,0.5745279,0.68595076,0.58636713,0.6928845,0.5772988,0.6528165,0.6032443,0.6779919,0.58072805,0.5191502,0.60569185,0.6140265,0.58726496,0.5079552,0.655225,0.6952035,0.59758025,0.6541569,0.7236865,0.8273962,0.40980744,0.3487188,0.4313841,0.357896,0.30158493,0.26232308,0.34522521,0.3024129,0.17457321,0.625152,0.18454888,0.67050433
Downdog\00000016.jpg,Downdog,0.69047284,0.6071313,0.69100726,0.5883752,0.6947629,0.59298736,0.68162835,0.50995016,0.6890551,0.53525645,0.6631179,0.4088029,0.65002507,0.48877776,0.68028325,0.6389343,0.7184441,0.76548177,0.70588815,0.7918546,0.8015394,0.8843862,0.39386338,0.26351094,0.3804516,0.2697358,0.2294998,0.3165044,0.21410953,0.40293062,0.20328145,0.58362854,0.13149333,0.711949
Downdog\00000017.jpg,Downdog,0.4219368,0.64568424,0.40688777,0.61826795,0.40763053,0.6500251,0.40780327,0.5571277,0.3908669,0.6251893,0.47779256,0.5188019,0.42520267,0.5321824,0.4243536,0.67478913,0.3552642,0.6553183,0.29167655,0.8077367,0.24864061,0.775974,0.66300964,0.2752196,0.6284613,0.2944702,0.7596877,0.45320535,0.7327181,0.42937616,0.8450205,0.64250636,0.79433507,0.63619894
Downdog\00000018.jpg,Downdog,0.37624562,0.69323,0.37063083,0.68917245,0.37571278,0.69366205,0.37021846,0.66976726,0.3741351,0.67637634,0.39546618,0.63748604,0.38630912,0.5980095,0.34936628,0.7357384,0.38148734,0.659184,0.2731088,0.83843166,0.3752326,0.7456188,0.50188535,0.45416048,0.4950626,0.45463583,0.5898865,0.51293015,0.5842146,0.4683039,0.7031407,0.7115036,0.6784635,0.6842016
Downdog\00000019.jpg,Downdog,0.36960647,0.61358577,0.36159083,0.5986955,0.3638082,0.6121931,0.36545244,0.5549222,0.3597195,0.58257866,0.4067082,0.51366454,0.37927443,0.5038592,0.36261463,0.658626,0.34214845,0.6551841,0.26433644,0.7814973,0.25691253,0.7747545,0.54633826,0.32361203,0.527686,0.33470845,0.6923438,0.49808943,0.6774815,0.45132017,0.8141534,0.6921173,0.7653602,0.68889105
Downdog\00000020.jpg,Downdog,0.61723673,0.7158531,0.61264557,0.721067,0.6396721,0.7164872,0.6021417,0.6828092,0.670044,0.6831389,0.587763,0.5003282,0.67519075,0.5958083,0.6021964,0.4496708,0.74572146,0.66944814,0.6694007,0.5856808,0.798603,0.8236517,0.41467023,0.334861,0.47067294,0.35260358,0.3300297,0.27918655,0.39783713,0.30444434,0.20791729,0.69472075,0.20800796,0.7223366
Downdog\00000022.jpg,Downdog,0.390503,0.7009606,0.37721452,0.68049616,0.38509655,0.6960905,0.36642423,0.62808764,0.37734643,0.66253334,0.4003666,0.5402165,0.40142852,0.5620433,0.31216142,0.66725904,0.32508093,0.7156191,0.17139764,0.8430344,0.18019989,0.87631136,0.6005227,0.24786443,0.61647576,0.27299976,0.6228594,0.41354033,0.7316365,0.3995514,0.7361185,0.6803186,0.84032595,0.6746202
Downdog\00000023.jpg,Downdog,0.36031848,0.6454058,0.3430118,0.62018126,0.36122006,0.64866805,0.331503,0.5652949,0.36998627,0.6196574,0.38701177,0.52813846,0.4057561,0.51205814,0.30586022,0.77757627,0.3856086,0.7000979,0.17996903,0.9174963,0.1746162,0.89140445,0.58791965,0.24414058,0.6008007,0.24542542,0.70195234,0.19540323,0.6906058,0.13618916,0.82579976,0.7177572,0.81732714,0.6868655
Downdog\00000024.jpg,Downdog,0.5432872,0.4524592,0.51844656,0.4269898,0.55843425,0.42851403,0.52018994,0.43259814,0.6132655,0.44840118,0.58124423,0.37651062,0.6580121,0.4060301,0.50235575,0.52083683,0.617498,0.5769689,0.22126725,0.8640325,0.33171362,0.7863955,0.6123545,0.32926035,0.7103788,0.33797988,0.51828843,0.32216892,0.7857468,0.3920079,0.25428456,0.7606143,0.7922452,0.82388335
Downdog\00000025.jpg,Downdog,0.6119835,0.7069099,0.6100569,0.70360625,0.62728107,0.70585585,0.61201924,0.6526084,0.65390307,0.66972744,0.58239764,0.49653903,0.6803647,0.61152184,0.6329427,0.56434333,0.79210514,0.7905081,0.72170264,0.81591195,0.86405945,0.9268726,0.34586316,0.28248772,0.40006766,0.3125356,0.18169811,0.24359414,0.21044365,0.34140173,0.16801678,0.55769145,0.069378234,0.695948
Downdog\00000026.jpg,Downdog,0.6528543,0.6643294,0.6466749,0.66678774,0.6701271,0.67675036,0.63669616,0.6529654,0.6824371,0.6816948,0.62718034,0.51776904,0.6671516,0.60007876,0.6654298,0.5451598,0.712494,0.69670016,0.78431714,0.73353547,0.7859926,0.8216223,0.4147152,0.40738162,0.4513031,0.41828713,0.33448574,0.39533538,0.43219948,0.4178854,0.25243014,0.6983962,0.26398966,0.6744746
Downdog\00000027.jpg,Downdog,0.29950324,0.65672094,0.29282925,0.63249826,0.30346945,0.6449467,0.3113576,0.5895734,0.33262277,0.6103977,0.3679442,0.514124,0.37632844,0.4802549,0.28772083,0.72136915,0.4156979,0.6289312,0.19211142,0.85109574,0.390755,0.64293617,0.5581175,0.3200055,0.5632464,0.32441443,0.6490954,0.15735985,0.67269087,0.16080865,0.7933928,0.74582,0.8303036,0.775748
Downdog\00000029.jpg,Downdog,0.50454384,0.7538931,0.48345634,0.7499301,0.5106251,0.75949866,0.44652516,0.7149128,0.5177439,0.73331213,0.45075187,0.6415218,0.54737777,0.6178171,0.36625648,0.725862,0.6598372,0.6655996,0.26978472,0.8816414,0.7034071,0.77208084,0.58056056,0.39339498,0.62783355,0.39985517,0.7391894,0.4619605,0.7436426,0.4366062,0.85022587,0.70804155,0.80520314,0.67317915
Downdog\00000030.jpg,Downdog,0.43657103,0.57666516,0.423017,0.5622937,0.440416,0.57588774,0.41078854,0.5253716,0.4440684,0.5500482,0.4543302,0.49214792,0.4608581,0.47247598,0.40837747,0.67168957,0.41712984,0.6055133,0.28647533,0.79020566,0.2619619,0.7532226,0.6086014,0.28381005,0.61773056,0.28499007,0.70434016,0.2427676,0.7074335,0.20775856,0.8300462,0.5932861,0.80883074,0.55741805
Downdog\00000031.jpg,Downdog,0.4440158,0.7040652,0.4312814,0.7002709,0.4463376,0.71011955,0.39400744,0.69447565,0.43185836,0.71111506,0.39544198,0.56968385,0.41184226,0.5670702,0.34621918,0.59399074,0.40237862,0.66094273,0.24900042,0.86013067,0.3170862,0.83795714,0.5083777,0.36459067,0.5165827,0.39427254,0.63487875,0.21920203,0.61908174,0.18116629,0.7786831,0.6862494,0.7488015,0.7442206
Downdog\00000032.jpg,Downdog,0.5547392,0.80995536,0.5471574,0.8232191,0.5788903,0.81113374,0.5633279,0.80499655,0.6139175,0.775023,0.54935503,0.6489286,0.62910575,0.6386285,0.5091013,0.7332071,0.7390249,0.85117596,0.36305127,0.85616237,0.8365719,0.93999875,0.37567967,0.3597681,0.37713334,0.33943373,0.4269026,0.54251426,0.240844,0.5102035,0.43814787,0.6112936,0.055179503,0.73843116
Downdog\00000033.jpg,Downdog,0.7002497,0.6867916,0.7018992,0.68249565,0.71014255,0.6734924,0.692175,0.64292175,0.709671,0.6317259,0.66467875,0.52079344,0.66666496,0.57444334,0.70005405,0.65568876,0.7190633,0.7637496,0.8210602,0.85116655,0.83087665,0.88160634,0.42497864,0.32517454,0.4190959,0.32950145,0.30962652,0.37810886,0.3100162,0.46361628,0.19595838,0.6945297,0.13557103,0.77419037
Downdog\00000037.jpg,Downdog,0.24022813,0.7295967,0.22762544,0.7246797,0.23619093,0.7314364,0.22674167,0.695319,0.23220655,0.70659953,0.29022425,0.6543001,0.260812,0.63962543,0.26957712,0.7753922,0.28698075,0.75950027,0.18934515,0.90144694,0.16637097,0.90810436,0.5311745,0.49663135,0.5057151,0.50905544,0.75526714,0.6636386,0.74348044,0.62609583,0.8859656,0.7993618,0.83010095,0.80659604
Downdog\00000038.jpg,Downdog,0.34592906,0.5731502,0.33964264,0.56225055,0.34552237,0.5683979,0.33481425,0.5376396,0.33627793,0.54291636,0.35281178,0.49436322,0.3432505,0.45682445,0.28053686,0.62157434,0.29194444,0.548465,0.21847756,0.7176002,0.25096384,0.5835306,0.49954805,0.26118916,0.47330877,0.2603819,0.6199751,0.38916257,0.4716231,0.35499933,0.71091145,0.49299037,0.4790415,0.48108256
Downdog\00000039.jpg,Downdog,0.4585328,0.62156224,0.44776946,0.61224157,0.45809546,0.6191754,0.42241845,0.5900671,0.45506677,0.61290556,0.4461143,0.45770204,0.4869566,0.5016146,0.38534924,0.48911253,0.48796126,0.5747388,0.2399921,0.82487345,0.3195234,0.87254465,0.6104232,0.30686146,0.64558566,0.3384157,0.5905289,0.2833723,0.66543597,0.30286944,0.71380115,0.767701,0.8300232,0.8450814
Downdog\00000041.jpg,Downdog,0.36843285,0.5900707,0.35367453,0.56931365,0.368607,0.5889636,0.34411818,0.49592322,0.366134,0.543322,0.3964241,0.41931695,0.38498297,0.44535965,0.31901821,0.60345733,0.29626915,0.59646815,0.18831198,0.7678222,0.16513632,0.74638915,0.59455824,0.26334506,0.59375495,0.29752916,0.6605389,0.22042736,0.69442475,0.22491336,0.8497924,0.61992604,0.8572702,0.64319694
Downdog\00000044.jpg,Downdog,0.50454384,0.7538931,0.48345634,0.7499301,0.5106251,0.75949866,0.44652516,0.7149128,0.5177439,0.73331213,0.45075187,0.6415218,0.54737777,0.6178171,0.36625648,0.725862,0.6598372,0.6655996,0.26978472,0.8816414,0.7034071,0.77208084,0.58056056,0.39339498,0.62783355,0.39985517,0.7391894,0.4619605,0.7436426,0.4366062,0.85022587,0.70804155,0.80520314,0.67317915
Downdog\00000045.jpg,Downdog,0.4440158,0.7040652,0.4312814,0.7002709,0.4463376,0.71011955,0.39400744,0.69447565,0.43185836,0.71111506,0.39544198,0.56968385,0.41184226,0.5670702,0.34621918,0.59399074,0.40237862,0.66094273,0.24900042,0.86013067,0.3170862,0.83795714,0.5083777,0.36459067,0.5165827,0.39427254,0.63487875,0.21920203,0.61908174,0.18116629,0.7786831,0.6862494,0.7488015,0.7442206
Downdog\00000046.jpg,Downdog,0.7002497,0.6867916,0.7018992,0.68249565,0.71014255,0.6734924,0.692175,0.64292175,0.709671,0.6317259,0.66467875,0.52079344,0.66666496,0.57444334,0.70005405,0.65568876,0.7190633,0.7637496,0.8210602,0.85116655,0.83087665,0.88160634,0.42497864,0.32517454,0.4190959,0.32950145,0.30962652,0.37810886,0.3100162,0.46361628,0.19595838,0.6945297,0.13557103,0.77419037
Downdog\00000047.jpg,Downdog,0.5788329,0.7935343,0.5778213,0.78937674,0.5920664,0.78947526,0.5794441,0.75643235,0.6084,0.7631119,0.57187814,0.63125736,0.6048328,0.6928533,0.6176088,0.6516365,0.68285286,0.82016563,0.6459663,0.7557046,0.73904055,0.9127625,0.3877599,0.4675098,0.40675488,0.46902192,0.30471855,0.57502866,0.3459345,0.610057,0.22552602,0.7962309,0.2022963,0.8120893
Downdog\00000048.jpg,Downdog,0.30245197,0.5614363,0.28601435,0.5328493,0.29281583,0.5559008,0.28453523,0.46233624,0.27937728,0.5046156,0.37433276,0.40252155,0.33798787,0.3977229,0.3350375,0.63315797,0.3586871,0.6126894,0.24932732,0.7986863,0.25668204,0.8146771,0.6615444,0.20585376,0.6245811,0.2140463,0.7745118,0.4967215,0.6846855,0.4370787,0.8620582,0.7481291,0.7290518,0.6964752
Downdog\00000049.jpg,Downdog,0.4125363,0.79696554,0.39714357,0.784538,0.416955,0.8005232,0.38583642,0.72804457,0.4330576,0.76124007,0.41331226,0.6281808,0.44972754,0.6226657,0.307767,0.6916438,0.38426754,0.68569195,0.19289537,0.8753822,0.20132032,0.84580064,0.57015294,0.28912032,0.5898376,0.3005222,0.68947095,0.35357755,0.66490895,0.31464854,0.83043766,0.6741672,0.7732128,0.6769673
Downdog\00000050.jpg,Downdog,0.42316452,0.64205706,0.40930566,0.64191663,0.43211508,0.6430443,0.37372723,0.63780904,0.4281682,0.6382158,0.37830526,0.58931863,0.41726828,0.5394527,0.31994662,0.70688,0.44169232,0.5835372,0.23741908,0.8193679,0.3713308,0.7555652,0.47321558,0.40828738,0.50023943,0.40689453,0.58278435,0.30913883,0.6023605,0.31168935,0.7453119,0.68291134,0.74449056,0.6711712
Downdog\00000053.jpg,Downdog,0.4585328,0.62156224,0.44776946,0.61224157,0.45809546,0.6191754,0.42241845,0.5900671,0.45506677,0.61290556,0.4461143,0.45770204,0.4869566,0.5016146,0.38534924,0.48911253,0.48796126,0.5747388,0.2399921,0.82487345,0.3195234,0.87254465,0.6104232,0.30686146,0.64558566,0.3384157,0.5905289,0.2833723,0.66543597,0.30286944,0.71380115,0.767701,0.8300232,0.8450814
Downdog\00000055.jpg,Downdog,0.420299,0.75102395,0.40813652,0.74689037,0.42142642,0.7534243,0.39969808,0.72391677,0.43208596,0.736261,0.41799718,0.68943816,0.45373863,0.6690908,0.33647013,0.74009126,0.47970298,0.7051548,0.25994146,0.8134967,0.46610042,0.76877344,0.5345354,0.5416277,0.5547247,0.5435678,0.6141635,0.6210256,0.65427315,0.6145689,0.7403041,0.73753,0.75446725,0.7551964
Downdog\00000056.jpg,Downdog,0.43628526,0.6516974,0.4208482,0.6476322,0.44727382,0.65137565,0.40249807,0.62337214,0.46792156,0.62739056,0.41690168,0.56488436,0.4997273,0.5355203,0.3516786,0.65077233,0.6389994,0.58417046,0.2878354,0.7741218,0.7728603,0.72773576,0.55975723,0.39028966,0.6026311,0.3952907,0.6521092,0.438442,0.6802064,0.4334957,0.780168,0.67799383,0.7857834,0.6562303
Downdog\00000058.jpg,Downdog,0.34592906,0.5731502,0.33964264,0.56225055,0.34552237,0.5683979,0.33481425,0.5376396,0.33627793,0.54291636,0.35281178,0.49436322,0.3432505,0.45682445,0.28053686,0.62157434,0.29194444,0.548465,0.21847756,0.7176002,0.25096384,0.5835306,0.49954805,0.26118916,0.47330877,0.2603819,0.6199751,0.38916257,0.4716231,0.35499933,0.71091145,0.49299037,0.4790415,0.48108256
Downdog\00000059.jpg,Downdog,0.3771499,0.74020606,0.36610422,0.73151857,0.37830636,0.7394981,0.34945977,0.6899032,0.3692165,0.70213777,0.35129556,0.5923685,0.34830838,0.55630183,0.23570631,0.7074446,0.22882609,0.6765988,0.16133443,0.87856907,0.094648026,0.889906,0.53063244,0.18893182,0.5299237,0.20696217,0.7662359,0.4012915,0.7303233,0.35596493,0.8702135,0.7200995,0.86346596,0.6692729
Downdog\00000060.jpg,Downdog,0.36295754,0.6900116,0.3482007,0.6738364,0.3618175,0.6924076,0.33812523,0.61428183,0.369559,0.6543632,0.36979413,0.5064045,0.40083256,0.52557707,0.28589082,0.57552606,0.389757,0.6441357,0.16036382,0.81189865,0.27015918,0.8557546,0.54933196,0.19328162,0.56905097,0.22249341,0.69155544,0.36738282,0.7315349,0.33186734,0.8529779,0.7028534,0.8481399,0.72080326
Downdog\00000061.jpg,Downdog,0.3622274,0.7000044,0.3495687,0.68155867,0.3598053,0.7001348,0.35492143,0.6217064,0.36429054,0.6612896,0.40218577,0.5186357,0.399225,0.5471995,0.3336785,0.61162335,0.32541916,0.69670165,0.1637507,0.8605642,0.18659365,0.8705173,0.6273004,0.20895132,0.6238075,0.23962891,0.70370317,0.5341297,0.7218651,0.5044447,0.8560056,0.7950333,0.8533493,0.76250213
Downdog\00000062.jpg,Downdog,0.6706726,0.5953508,0.6779516,0.59566396,0.68337727,0.58485734,0.6625841,0.58069927,0.67265373,0.5607939,0.6214732,0.5042736,0.62214226,0.52759707,0.71770394,0.5982015,0.71051615,0.672052,0.81132674,0.66836333,0.8477519,0.7661746,0.33620018,0.3859192,0.333751,0.3849677,0.2628269,0.41718227,0.29803437,0.46592456,0.16062467,0.6165111,0.09928961,0.6689387
Downdog\00000067.jpg,Downdog,0.39559564,0.77459705,0.37435174,0.7693897,0.4144446,0.77673405,0.34881425,0.7559538,0.46637383,0.76682115,0.36047664,0.686552,0.5261929,0.6146623,0.24589057,0.7983856,0.5854945,0.6145303,0.17231488,0.8787429,0.4906624,0.67985874,0.54508877,0.46856183,0.6610281,0.45123112,0.5980924,0.22754067,0.7446603,0.21071328,0.6703635,0.740148,0.8796983,0.7446952
Downdog\00000068.jpg,Downdog,0.373829,0.69210595,0.36912355,0.6813478,0.37038562,0.68752825,0.37862727,0.6468123,0.37397286,0.6564614,0.4152421,0.6101262,0.39645195,0.5873379,0.38842174,0.7199637,0.39907575,0.6922945,0.32270893,0.78126425,0.35152397,0.7740336,0.5567682,0.45878989,0.5422947,0.46064863,0.61485046,0.63943857,0.61162287,0.6120409,0.70344025,0.7708738,0.68640214,0.7740569
Downdog\00000074.jpg,Downdog,0.34162337,0.7594337,0.329423,0.745764,0.3389922,0.7603755,0.32223177,0.69446635,0.33047387,0.7169059,0.35122097,0.622571,0.35426688,0.5645272,0.27184036,0.749189,0.35004467,0.65072775,0.16409703,0.8652617,0.33979842,0.7167394,0.52642864,0.377344,0.5157165,0.37073174,0.7127615,0.5170668,0.64029473,0.42288047,0.82047504,0.76605546,0.7146296,0.68913865
Downdog\00000075.jpg,Downdog,0.36843285,0.5900707,0.35367453,0.56931365,0.368607,0.5889636,0.34411818,0.49592322,0.366134,0.543322,0.3964241,0.41931695,0.38498297,0.44535965,0.31901821,0.60345733,0.29626915,0.59646815,0.18831198,0.7678222,0.16513632,0.74638915,0.59455824,0.26334506,0.59375495,0.29752916,0.6605389,0.22042736,0.69442475,0.22491336,0.8497924,0.61992604,0.8572702,0.64319694
Downdog\00000077.jpg,Downdog,0.37288138,0.70680964,0.36532888,0.70384854,0.3782167,0.7037418,0.36425114,0.6805663,0.38816047,0.6784045,0.39909902,0.5834349,0.42028663,0.5595447,0.3831021,0.6239219,0.43246022,0.5864978,0.18147574,0.83722293,0.3736518,0.7301419,0.55758375,0.37112108,0.57936966,0.37606868,0.689794,0.30569074,0.73510087,0.27601752,0.8599594,0.7600243,0.8892339,0.716733
Downdog\00000083.jpg,Downdog,0.5788329,0.7935343,0.5778213,0.78937674,0.5920664,0.78947526,0.5794441,0.75643235,0.6084,0.7631119,0.57187814,0.63125736,0.6048328,0.6928533,0.6176088,0.6516365,0.68285286,0.82016563,0.6459663,0.7557046,0.73904055,0.9127625,0.3877599,0.4675098,0.40675488,0.46902192,0.30471855,0.57502866,0.3459345,0.610057,0.22552602,0.7962309,0.2022963,0.8120893
Downdog\00000084.jpg,Downdog,0.36295754,0.6900116,0.3482007,0.6738364,0.3618175,0.6924076,0.33812523,0.61428183,0.369559,0.6543632,0.36979413,0.5064045,0.40083256,0.52557707,0.28589082,0.57552606,0.389757,0.6441357,0.16036382,0.81189865,0.27015918,0.8557546,0.54933196,0.19328162,0.56905097,0.22249341,0.69155544,0.36738282,0.7315349,0.33186734,0.8529779,0.7028534,0.8481399,0.72080326
Downdog\00000085.jpg,Downdog,0.42339608,0.6167875,0.41591507,0.6002387,0.42200023,0.60955316,0.4178164,0.5673653,0.42423707,0.58218414,0.46036488,0.5272257,0.44343996,0.5046432,0.43422434,0.6918368,0.41143838,0.6687283,0.3345259,0.8536181,0.33300605,0.834767,0.6081751,0.3176627,0.59976506,0.32171586,0.6630909,0.43956944,0.669053,0.4027771,0.7708684,0.72133285,0.7340645,0.7556215
Downdog\00000088.jpg,Downdog,0.43628526,0.6516974,0.4208482,0.6476322,0.44727382,0.65137565,0.40249807,0.62337214,0.46792156,0.62739056,0.41690168,0.56488436,0.4997273,0.5355203,0.3516786,0.65077233,0.6389994,0.58417046,0.2878354,0.7741218,0.7728603,0.72773576,0.55975723,0.39028966,0.6026311,0.3952907,0.6521092,0.438442,0.6802064,0.4334957,0.780168,0.67799383,0.7857834,0.6562303
Downdog\00000089.jpg,Downdog,0.33759746,0.6959105,0.32680377,0.6696584,0.3295114,0.68777776,0.35117817,0.58445215,0.3439929,0.62507576,0.42456418,0.5257519,0.39889234,0.49439502,0.32517624,0.72964644,0.3425603,0.6631165,0.15317826,0.856061,0.19259994,0.8774463,0.6372923,0.19424278,0.62255096,0.19238038,0.6804561,0.4434814,0.7192176,0.40321952,0.8450276,0.7062707,0.84917766,0.7124201
Downdog\00000090.jpg,Downdog,0.6706726,0.5953508,0.6779516,0.59566396,0.68337727,0.58485734,0.6625841,0.58069927,0.67265373,0.5607939,0.6214732,0.5042736,0.62214226,0.52759707,0.71770394,0.5982015,0.71051615,0.672052,0.81132674,0.66836333,0.8477519,0.7661746,0.33620018,0.3859192,0.333751,0.3849677,0.2628269,0.41718227,0.29803437,0.46592456,0.16062467,0.6165111,0.09928961,0.6689387
Downdog\00000092.jpg,Downdog,0.34162337,0.7594337,0.329423,0.745764,0.3389922,0.7603755,0.32223177,0.69446635,0.33047387,0.7169059,0.35122097,0.622571,0.35426688,0.5645272,0.27184036,0.749189,0.35004467,0.65072775,0.16409703,0.8652617,0.33979842,0.7167394,0.52642864,0.377344,0.5157165,0.37073174,0.7127615,0.5170668,0.64029473,0.42288047,0.82047504,0.76605546,0.7146296,0.68913865
Downdog\00000094.jpg,Downdog,0.38700944,0.57309943,0.3718844,0.56839406,0.3880998,0.5723443,0.35328892,0.5320765,0.3733713,0.5349922,0.38622692,0.46146747,0.3878429,0.41721532,0.30843815,0.5864648,0.39537418,0.48857343,0.21126243,0.74817026,0.39256182,0.57784927,0.6083064,0.2451215,0.60506237,0.24345745,0.73475146,0.4343775,0.74945647,0.4078784,0.85461164,0.7004839,0.8774556,0.66730416
Downdog\00000097.jpg,Downdog,0.3859509,0.6842913,0.3670813,0.67539775,0.38838813,0.68540585,0.34086683,0.6286648,0.3875931,0.6482777,0.35360095,0.5638446,0.42746612,0.53394353,0.2452526,0.6586222,0.42008328,0.6057101,0.16545688,0.8160482,0.24773248,0.7742495,0.58249784,0.27893302,0.6264561,0.27934796,0.69643086,0.4556651,0.71439475,0.3938536,0.89051116,0.6756097,0.88661444,0.62040824
